pubchem_molecule_id,pubchem_molecule_type,InChI,activity
169794,compounds,"InChI=1S/C39H66O6/c1-31(2)22-16-10-7-13-19-27-43-37(40)34-25-26-35(38(41)44-28-20-14-8-11-17-23-32(3)4)36(30-34)39(42)45-29-21-15-9-12-18-24-33(5)6/h25-26,30-33H,7-24,27-29H2,1-6H3",inactive
169870,compounds,"InChI=1S/C27H40O4/c1-5-6-7-8-24(30)31-27(18(2)28)16-13-23-21-10-9-19-17-20(29)11-14-25(19,3)22(21)12-15-26(23,27)4/h17,21-23H,5-16H2,1-4H3/t21-,22+,23+,25+,26+,27+/m1/s1",inactive
170249,compounds,"InChI=1S/C9H9Cl/c1-2-8-4-3-5-9(6-8)7-10/h2-6H,1,7H2",inactive
170286,compounds,"InChI=1S/C18H21N3O9/c1-4-13(22)28-10-7-19-16(25)20(8-11-29-14(23)5-2)18(27)21(17(19)26)9-12-30-15(24)6-3/h4-6H,1-3,7-12H2",inactive
170344,compounds,"InChI=1S/C16H22N2O5/c1-3-11-6-5-7-12(4-2)16(11)17-13(19)8-18(9-14(20)21)10-15(22)23/h5-7H,3-4,8-10H2,1-2H3,(H,17,19)(H,20,21)(H,22,23)",inactive
170364,compounds,"InChI=1S/C34H30N2O5/c1-23-29(36-33(41-23)26-12-6-3-7-13-26)20-21-40-27-18-16-24(17-19-27)22-31(34(38)39)35-30-15-9-8-14-28(30)32(37)25-10-4-2-5-11-25/h2-19,31,35H,20-22H2,1H3,(H,38,39)/t31-/m0/s1",inactive
170530,compounds,"InChI=1S/C15H15N/c1-10-15(2,3)14-12-7-5-4-6-11(12)8-9-13(14)16-10/h4-9H,1-3H3",inactive
171144,compounds,"InChI=1S/C18H30O/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)19/h12-13,15-16,19H,2-11,14H2,1H3",inactive
171257,compounds,"InChI=1S/C2H7NO.CH2O2/c3-1-2-4;2-1-3/h4H,1-3H2;1H,(H,2,3)",inactive
171548,compounds,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",inactive
172717,compounds,"InChI=1S/C14H22O2/c1-9(2)12(15)16-11-8-10-6-7-14(11,5)13(10,3)4/h10-11H,1,6-8H2,2-5H3/t10-,11-,14+/m0/s1",inactive
173058,compounds,"InChI=1S/C21H32O2/c1-14(2)15-7-9-17-16(13-15)8-10-18-20(17,3)11-6-12-21(18,4)19(22)23-5/h8,13-14,17-18H,6-7,9-12H2,1-5H3/t17-,18+,20+,21+/m0/s1",inactive
173604,compounds,InChI=1S/C7H4BrFO/c8-6-3-5(4-10)1-2-7(6)9/h1-4H,inactive
173636,compounds,"InChI=1S/C14H14Cl2N2O.H2O4S/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16;1-5(2,3)4/h2-6,8,10,14H,1,7,9H2;(H2,1,2,3,4)",inactive
174174,compounds,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15?,16?",inactive
174223,compounds,"InChI=1S/C14H12N2O3S2/c1-8-2-7-11-12(13(8)21(17,18)19)20-14(16-11)9-3-5-10(15)6-4-9/h2-7H,15H2,1H3,(H,17,18,19)",inactive
175468,compounds,"InChI=1S/C12H23BrO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h1-11H2,(H,14,15)",inactive
175804,compounds,"InChI=1S/C17H26N2O.ClH/c1-4-11-19-12-6-5-10-15(19)17(20)18-16-13(2)8-7-9-14(16)3;/h7-9,15H,4-6,10-12H2,1-3H3,(H,18,20);1H/t15-;/m0./s1",inactive
175956,compounds,"InChI=1S/C9H12O6/c1-2-8(12)14-5-6-15-9(13)4-3-7(10)11/h2H,1,3-6H2,(H,10,11)",inactive
176015,compounds,"InChI=1S/C17H18FN3O3S.ClH/c1-19-2-4-20(5-3-19)14-12(18)8-10-13-16(14)25-7-6-21(13)9-11(15(10)22)17(23)24;/h8-9H,2-7H2,1H3,(H,23,24);1H",inactive
176163,compounds,"InChI=1S/C19H24N2O.H2O4S/c1-15(21(2)3)14-19(18(20)22,16-10-6-4-7-11-16)17-12-8-5-9-13-17;1-5(2,3)4/h4-13,15H,14H2,1-3H3,(H2,20,22);(H2,1,2,3,4)",inactive
176167,compounds,"InChI=1S/C32H29N5O2/c1-35-19-25(23-9-2-4-11-27(23)35)29-30(32(39)34-31(29)38)26-20-37(28-12-5-3-10-24(26)28)22-13-16-36(17-14-22)18-21-8-6-7-15-33-21/h2-12,15,19-20,22H,13-14,16-18H2,1H3,(H,34,38,39)",inactive
176870,compounds,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",inactive
176879,compounds,"InChI=1S/C17H20N2O3/c1-12(2)22-17(20)19-18-15-11-14(9-10-16(15)21-3)13-7-5-4-6-8-13/h4-12,18H,1-3H3,(H,19,20)",inactive
177236,compounds,"InChI=1S/C22H22N2O6/c1-27-17-14-18(28-2)24-21(23-17)30-19(20(25)26)22(29-3,15-10-6-4-7-11-15)16-12-8-5-9-13-16/h4-14,19H,1-3H3,(H,25,26)/t19-/m1/s1",inactive
177843,compounds,"InChI=1S/C23H42N.ClH.2H2O/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23;;;/h15-17,19-20H,4-14,18,21-22H2,1-3H3;1H;2*1H2/q+1;;;/p-1",inactive
177863,compounds,"InChI=1S/C21H24Cl2O4/c1-4-20(2,3)19(25)26-17-16(14-9-8-13(22)12-15(14)23)18(24)27-21(17)10-6-5-7-11-21/h8-9,12H,4-7,10-11H2,1-3H3",inactive
178019,compounds,"InChI=1S/C12H17N3O3S.CH4O3S/c1-7(2)9-5-4-8(11(16)15-12(13)14)6-10(9)19(3,17)18;1-5(2,3)4/h4-7H,1-3H3,(H4,13,14,15,16);1H3,(H,2,3,4)",inactive
179651,compounds,"InChI=1S/C26H30O8/c1-22(2)15-9-16(27)24(4)14(25(15)12-31-18(28)10-17(25)33-22)5-7-23(3)19(13-6-8-30-11-13)32-21(29)20-26(23,24)34-20/h6,8,11,14-15,17,19-20H,5,7,9-10,12H2,1-4H3/t14-,15-,17-,19-,20+,23-,24-,25+,26+/m0/s1",inactive
180089,compounds,"InChI=1S/C20H20FNO4/c1-3-4-11-24-20(23)14(2)25-16-6-8-17(9-7-16)26-19-10-5-15(13-22)12-18(19)21/h5-10,12,14H,3-4,11H2,1-2H3/t14-/m1/s1",inactive
180494,compounds,"InChI=1S/C18H19N3O.ClH/c1-11-14-5-3-4-6-17(14)21-16(11)8-7-13(18(21)22)9-15-12(2)19-10-20-15;/h3-6,10,13H,7-9H2,1-2H3,(H,19,20);1H/t13-;/m1./s1",inactive
180559,compounds,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)/t12-/m1/s1",inactive
181518,compounds,InChI=1S/Hg.2HI/h;2*1H/q+2;;/p-2,inactive
181978,compounds,"InChI=1S/C12H22O11.2H2O/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12;;/h3-20H,1-2H2;2*1H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-;;/m1../s1",inactive
182230,compounds,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1",inactive
182951,compounds,"InChI=1S/C15H13Cl2F3N2O4/c1-3-24-11(23)6-25-10-4-7(9(18)5-8(10)16)13-12(17)14(22(2)21-13)26-15(19)20/h4-5,15H,3,6H2,1-2H3",inactive
183559,compounds,"InChI=1S/C12H5BrClF3N2/c13-9-8(5-18)10(19-11(9)12(15,16)17)6-1-3-7(14)4-2-6/h1-4,19H",inactive
185457,compounds,"InChI=1S/C15H17N3O6S/c19-11(16-6-12(20)18-8-14(22)23)7-17-13(21)9-25-15(24)10-4-2-1-3-5-10/h1-5H,6-9H2,(H,16,19)(H,17,21)(H,18,20)(H,22,23)",inactive
185460,compounds,"InChI=1S/C28H37N3O3/c1-4-34-20-19-31-25-8-6-5-7-24(25)29-26(31)22-14-17-30(18-15-22)16-13-21-9-11-23(12-10-21)28(2,3)27(32)33/h5-12,22H,4,13-20H2,1-3H3,(H,32,33)",inactive
185588,compounds,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)/t7-/m1/s1",inactive
188304,compounds,"InChI=1S/C55H76N16O12/c1-4-59-53(82)44-12-8-20-71(44)54(83)38(11-7-19-60-55(56)57)66-49(78)39(21-30(2)3)65-46(75)27-62-47(76)40(22-31-13-15-34(73)16-14-31)67-52(81)43(28-72)70-50(79)41(23-32-25-61-36-10-6-5-9-35(32)36)68-51(80)42(24-33-26-58-29-63-33)69-48(77)37-17-18-45(74)64-37/h5-6,9-10,13-16,25-26,29-30,37-44,61,72-73H,4,7-8,11-12,17-24,27-28H2,1-3H3,(H,58,63)(H,59,82)(H,62,76)(H,64,74)(H,65,75)(H,66,78)(H,67,81)(H,68,80)(H,69,77)(H,70,79)(H4,56,57,60)/t37-,38-,39-,40-,41-,42-,43-,44-/m0/s1",inactive
189821,compounds,"InChI=1S/C25H31NO6/c1-13-26-25(20(30)12-31-14(2)27)21(32-13)10-18-17-6-5-15-9-16(28)7-8-23(15,3)22(17)19(29)11-24(18,25)4/h7-9,17-19,21-22,29H,5-6,10-12H2,1-4H3/t17-,18-,19-,21+,22+,23-,24-,25+/m0/s1",inactive
192197,compounds,"InChI=1S/C18H22O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,17-20H,3-4H2,1-2H3/t17-,18+",inactive
193581,compounds,"InChI=1S/C2H7N.HNO3/c1-2-3;2-1(3)4/h2-3H2,1H3;(H,2,3,4)",inactive
193943,compounds,"InChI=1S/C20H20FNO4/c1-11(23)13-6-9-16-15(10-13)17(18(24)20(2,3)26-16)22-19(25)12-4-7-14(21)8-5-12/h4-10,17-18,24H,1-3H3,(H,22,25)/t17-,18+/m0/s1",inactive
193949,compounds,"InChI=1S/C19H28N2O4/c1-12(2)25-18(23)16-9-14-15(21-16)7-6-8-17(14)24-11-13(22)10-20-19(3,4)5/h6-9,12-13,20-22H,10-11H2,1-5H3",inactive
196639,compounds,"InChI=1S/C33H36N2O12/c1-3-41-32(39)27-15-21(36)29-23(10-7-12-25(29)46-27)43-17-19(45-31(38)20(35)9-5-6-14-34)18-44-24-11-8-13-26-30(24)22(37)16-28(47-26)33(40)42-4-2/h7-8,10-13,15-16,19-20H,3-6,9,14,17-18,34-35H2,1-2H3/t20-/m0/s1",inactive
197059,compounds,"InChI=1S/C20H26N2O.ClH/c1-3-13-8-12-9-17-19-15(6-7-22(11-12)20(13)17)16-10-14(23-2)4-5-18(16)21-19;/h4-5,10,12-13,17,20-21H,3,6-9,11H2,1-2H3;1H/t12-,13+,17+,20+;/m1./s1",inactive
197066,compounds,"InChI=1S/C16H21N3.C6H8O7/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15;7-3(8)1-6(13,5(11)12)2-4(9)10/h3-11H,12-14H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",inactive
197835,compounds,"InChI=1S/C21H21NO6/c1-22-7-6-11-8-15-16(27-10-26-15)9-13(11)18(22)19-12-4-5-14(24-2)20(25-3)17(12)21(23)28-19/h4-5,8-9,18-19H,6-7,10H2,1-3H3/t18-,19+/m1/s1",inactive
197942,compounds,"InChI=1S/C6H11N4O2.ClH/c7-6-5-10(8-12-6)9-1-3-11-4-2-9;/h5H,1-4,7H2;1H/q+1;/p-1",inactive
198015,compounds,"InChI=1S/C19H20F3NO2.ClH/c1-14(12-15-6-5-9-17(13-15)19(20,21)22)23-10-11-25-18(24)16-7-3-2-4-8-16;/h2-9,13-14,23H,10-12H2,1H3;1H",inactive
198212,compounds,"InChI=1S/C9H9NO3/c1-5(11)6-2-3-8(12)7(4-6)9(10)13/h2-4,12H,1H3,(H2,10,13)",inactive
198231,compounds,"InChI=1S/C12H15NO/c1-2-9-4-3-5-11-10(6-7-14)8-13-12(9)11/h3-5,8,13-14H,2,6-7H2,1H3",inactive
198707,compounds,"InChI=1S/C15H18F3NO/c1-11(10-19-8-2-3-9-19)14(20)12-4-6-13(7-5-12)15(16,17)18/h4-7,11H,2-3,8-10H2,1H3/t11-/m1/s1",inactive
200391,compounds,"InChI=1S/C12H17N.ClH/c13-12(9-5-2-6-10-12)11-7-3-1-4-8-11;/h1,3-4,7-8H,2,5-6,9-10,13H2;1H",inactive
202877,compounds,InChI=1S/Mg.2NO3.6H2O/c;2*2-1(3)4;;;;;;/h;;;6*1H2/q+2;2*-1;;;;;;,inactive
205586,compounds,"InChI=1S/C10H14N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h3-4,6,8,10,12H,1-2,5,7H2/t10-/m0/s1",inactive
206044,compounds,"InChI=1S/C29H28N2O7/c1-20-26(30-28(37-20)22-6-4-3-5-7-22)16-17-36-24-10-8-21(9-11-24)18-31(19-27(32)33)29(34)38-25-14-12-23(35-2)13-15-25/h3-15H,16-19H2,1-2H3,(H,32,33)",inactive
207841,compounds,"InChI=1S/C19H29NO.ClH/c21-19(17-9-3-1-4-10-17,18-11-5-2-6-12-18)13-16-20-14-7-8-15-20;/h1,3-4,9-10,18,21H,2,5-8,11-16H2;1H",inactive
208836,compounds,"InChI=1S/C25H29NO2/c1-20(24(27)21-12-6-3-7-13-21)26(2)18-19-28-25(22-14-8-4-9-15-22)23-16-10-5-11-17-23/h3-17,20,24-25,27H,18-19H2,1-2H3",inactive
208908,compounds,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)",inactive
208916,compounds,"InChI=1S/C13H19N/c1-2-11-3-5-12(6-4-11)13-7-9-14-10-8-13/h3-6,13-14H,2,7-10H2,1H3",inactive
208925,compounds,"InChI=1S/C11H22O2/c1-3-5-6-7-9-10(8-4-2)11(12)13/h10H,3-9H2,1-2H3,(H,12,13)/t10-/m1/s1",inactive
208953,compounds,"InChI=1S/C14H15F3N3O6P/c15-14(16,17)8-5-9-11(6-10(8)19-1-3-26-4-2-19)20(7-27(23,24)25)13(22)12(21)18-9/h5-6H,1-4,7H2,(H,18,21)(H2,23,24,25)",inactive
210301,compounds,"InChI=1S/C22H28NO2.HI/c1-23(15-9-4-10-16-23)17-21-18-24-22(25-21,19-11-5-2-6-12-19)20-13-7-3-8-14-20;/h2-3,5-8,11-14,21H,4,9-10,15-18H2,1H3;1H/q+1;/p-1",inactive
210326,compounds,"InChI=1S/C23H32N2O4/c1-7-16-13-15(3)14-17(8-2)18(16)19-20(26)24-9-11-28-12-10-25(24)21(19)29-22(27)23(4,5)6/h13-14H,7-12H2,1-6H3",inactive
213013,compounds,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",inactive
213031,compounds,"InChI=1S/C14H17Cl2NO2/c1-14(7-3-2-4-8-14)13(19)17-9-5-6-10(18)12(16)11(9)15/h5-6,18H,2-4,7-8H2,1H3,(H,17,19)",inactive
213032,compounds,"InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3",inactive
213037,compounds,"InChI=1S/C21H19Cl2N3O6S3/c22-14-1-6-18(25-34(28,29)20-8-7-19(23)33-20)17(13-14)21(27)24-15-2-4-16(5-3-15)35(30,31)26-9-11-32-12-10-26/h1-8,13,25H,9-12H2,(H,24,27)",inactive
214348,compounds,"InChI=1S/C21H15N3O4/c25-17-7-3-1-5-15(17)19-22-20(16-6-2-4-8-18(16)26)24(23-19)14-11-9-13(10-12-14)21(27)28/h1-12,25-26H,(H,27,28)",inactive
216235,compounds,"InChI=1S/C18H15ClN2O6S2/c1-9-5-13-14(26-8-25-13)7-11(9)6-12(22)17-15(3-4-28-17)29(23,24)21-18-16(19)10(2)20-27-18/h3-5,7,21H,6,8H2,1-2H3",inactive
216237,compounds,"InChI=1S/C26H25ClN2O3/c1-16-6-3-4-7-20(16)25(31)28-19-10-11-21(17(2)14-19)26(32)29-13-5-8-24(30)22-15-18(27)9-12-23(22)29/h3-4,6-7,9-12,14-15,24,30H,5,8,13H2,1-2H3,(H,28,31)",inactive
216265,compounds,"InChI=1S/C27H30N2O6S/c1-16(2)25(32)34-15-18-11-8-12-19(13-18)35-26(33)22-27(3,4)36-24-21(23(31)29(22)24)28-20(30)14-17-9-6-5-7-10-17/h5-13,16,21-22,24H,14-15H2,1-4H3,(H,28,30)/t21-,22+,24-/m1/s1",inactive
216326,compounds,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",inactive
219024,compounds,"InChI=1S/C15H18N8O5/c1-17-13(27)6-2-19-23(3-6)15-20-11(16)8-12(21-15)22(5-18-8)14-10(26)9(25)7(4-24)28-14/h2-3,5,7,9-10,14,24-26H,4H2,1H3,(H,17,27)(H2,16,20,21)/t7-,9-,10-,14-/m1/s1",inactive
219078,compounds,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",inactive
219081,compounds,"InChI=1S/C22H24F3N3O2S/c23-22(24,25)16-5-6-20-18(15-16)28(17-3-1-2-4-19(17)31-20)21(30)7-8-26-9-11-27(12-10-26)13-14-29/h1-6,15,29H,7-14H2",inactive
221071,compounds,"InChI=1S/C15H18O3/c1-8-10-4-6-15(3)7-5-11(16)9(2)12(15)13(10)18-14(8)17/h5,7-8,10,13H,4,6H2,1-3H3/t8-,10-,13-,15-/m0/s1",inactive
221260,compounds,"InChI=1S/C12H26O4/c1-9-12(8,15-13-10(2,3)4)16-14-11(5,6)7/h9H2,1-8H3",inactive
222285,compounds,"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+",inactive
222464,compounds,"InChI=1S/C12H15NO2/c1-8-4-5-11(9(2)6-8)13-12(15)7-10(3)14/h4-6H,7H2,1-3H3,(H,13,15)",inactive
222536,compounds,"InChI=1S/C6H10O4/c1-4(7)9-6(3)10-5(2)8/h6H,1-3H3",inactive
222786,compounds,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",inactive
223368,compounds,"InChI=1S/C18H20O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3-5,10,14,16,19H,2,6-9H2,1H3/t14-,16+,18+/m1/s1",inactive
224246,compounds,"InChI=1S/C23H29FO6/c1-13(25)30-12-19(28)22(29)9-7-16-17-5-4-14-10-15(26)6-8-20(14,2)23(17,24)18(27)11-21(16,22)3/h6,8,10,16-18,27,29H,4-5,7,9,11-12H2,1-3H3/t16-,17-,18-,20-,21-,22-,23-/m0/s1",inactive
228987,compounds,"InChI=1S/C14H20O/c1-11(10-15)9-12-5-7-13(8-6-12)14(2,3)4/h5-8,10-11H,9H2,1-4H3",inactive
230976,compounds,InChI=1S/C8H3NO5/c10-7-5-2-1-4(9(12)13)3-6(5)8(11)14-7/h1-3H,inactive
232446,compounds,"InChI=1S/C18H20O2/c19-16-8-4-14(5-9-16)18(12-2-1-3-13-18)15-6-10-17(20)11-7-15/h4-11,19-20H,1-3,12-13H2",inactive
234237,compounds,"InChI=1S/C11H22O3/c1-3-4-5-6-7-11(13)8-9-14-10(2)12/h11,13H,3-9H2,1-2H3",inactive
234310,compounds,"InChI=1S/C13H17N3O3S2/c1-9(2)8-12-14-15-13(20-12)16-21(17,18)11-6-4-10(19-3)5-7-11/h4-7,9H,8H2,1-3H3,(H,15,16)",inactive
235414,compounds,InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2,inactive
236702,compounds,"InChI=1S/C24H31FO6/c1-13-9-18-17-6-5-15-10-16(27)7-8-21(15,3)23(17,25)19(28)11-22(18,4)24(13,30)20(29)12-31-14(2)26/h7-8,10,13,17-19,28,30H,5-6,9,11-12H2,1-4H3/t13-,17+,18+,19+,21+,22+,23+,24+/m1/s1",inactive
237332,compounds,"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2",inactive
240119,compounds,"InChI=1S/C15H26O2/c1-7-15(6,10-8-9-12(2)3)17-14(16)11-13(4)5/h7,9,13H,1,8,10-11H2,2-6H3",inactive
241582,compounds,"InChI=1S/C8H6ClN/c9-8-3-1-7(2-4-8)5-6-10/h1-4H,5H2",inactive
243274,compounds,"InChI=1S/C18H15NO2/c1-2-21-18(20)16(13-19)17(14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2H2,1H3",inactive
243694,compounds,"InChI=1S/C19H20O4/c20-18(16-10-4-1-5-11-16)22-14-8-3-9-15-23-19(21)17-12-6-2-7-13-17/h1-2,4-7,10-13H,3,8-9,14-15H2",inactive
246598,compounds,InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,inactive
246724,compounds,"InChI=1S/C8H9ClO2/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5H,1-2H3",inactive
247839,compounds,"InChI=1S/C22H32O3/c1-12-9-15-17-6-5-16(13(2)23)22(17,4)11-19(25)20(15)21(3)8-7-14(24)10-18(12)21/h10,12,15-17,19-20,25H,5-9,11H2,1-4H3/t12-,15-,16+,17-,19-,20+,21-,22+/m0/s1",inactive
249494,compounds,"InChI=1S/C10H22O2/c1-9(6-8-11)5-4-7-10(2,3)12/h9,11-12H,4-8H2,1-3H3",inactive
250096,compounds,"InChI=1S/C12H14O2/c1-3-10(2)12(13)14-9-11-7-5-4-6-8-11/h3-8H,9H2,1-2H3/b10-3+",inactive
250948,compounds,"InChI=1S/C25H32O4/c1-14-11-19-20(23(5)9-7-18(28)13-21(14)23)8-10-24(6)22(19)12-15(2)25(24,16(3)26)29-17(4)27/h11,13,19-20,22H,2,7-10,12H2,1,3-6H3/t19-,20+,22+,23-,24+,25+/m1/s1",inactive
251636,compounds,"InChI=1S/C20H30O2/c1-12-10-13-11-14(21)4-5-15(13)16-6-8-19(2)17(18(12)16)7-9-20(19,3)22/h11-12,15-18,22H,4-10H2,1-3H3/t12-,15+,16-,17+,18-,19+,20+/m1/s1",inactive
253881,compounds,InChI=1S/BrH.Na/h1H;/q;+1/p-1,inactive
256687,compounds,"InChI=1S/C9H9BrO2/c1-12-9(11)8-4-2-7(6-10)3-5-8/h2-5H,6H2,1H3",inactive
259331,compounds,"InChI=1S/C23H31Cl2NO3/c1-23-9-8-18-17-5-3-16(29-22(28)26(12-10-24)13-11-25)14-15(17)2-4-19(18)20(23)6-7-21(23)27/h3,5,14,18-21,27H,2,4,6-13H2,1H3/t18-,19-,20+,21+,23+/m1/s1",inactive
259381,compounds,"InChI=1S/C14H20N2O/c1-2-14(17)16(12-6-4-3-5-7-12)13-8-10-15-11-9-13/h3-7,13,15H,2,8-11H2,1H3",inactive
261491,compounds,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8-,10+/m1/s1",inactive
261501,compounds,"InChI=1S/C9H11NO2.CH4O3S/c1-2-12-9(11)7-4-3-5-8(10)6-7;1-5(2,3)4/h3-6H,2,10H2,1H3;1H3,(H,2,3,4)",inactive
261668,compounds,"InChI=1S/C20H22O4/c21-19(17-11-5-3-6-12-17)23-15-9-1-2-10-16-24-20(22)18-13-7-4-8-14-18/h3-8,11-14H,1-2,9-10,15-16H2",inactive
264891,compounds,"InChI=1S/C14H19N3O.C6H8O7/c1-3-17(4-2)11-10-13-15-14(16-18-13)12-8-6-5-7-9-12;7-3(8)1-6(13,5(11)12)2-4(9)10/h5-9H,3-4,10-11H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",inactive
267210,compounds,"InChI=1S/C15H12O3/c1-18-14(16)15(17)12-8-4-2-6-10(12)11-7-3-5-9-13(11)15/h2-9,17H,1H3",inactive
275196,compounds,"InChI=1S/C22H23NO7/c1-23-8-7-11-9-14-20(29-10-28-14)21(27-4)15(11)17(23)18-12-5-6-13(25-2)19(26-3)16(12)22(24)30-18/h5-6,9,17-18H,7-8,10H2,1-4H3/t17-,18+/m1/s1",inactive
285097,compounds,"InChI=1S/C11H20O2/c1-3-4-5-6-8-11(2)9-7-10(12)13-11/h3-9H2,1-2H3",inactive
288216,compounds,"InChI=1S/C8H9FN2O3/c9-5-4-11(6-2-1-3-14-6)8(13)10-7(5)12/h4,6H,1-3H2,(H,10,12,13)/t6-/m1/s1",inactive
298107,compounds,"InChI=1S/C17H21NO.C6H8O7/c1-18(2)12-13-19-17-11-7-6-10-16(17)14-15-8-4-3-5-9-15;7-3(8)1-6(13,5(11)12)2-4(9)10/h3-11H,12-14H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",inactive
299728,compounds,InChI=1S/3C6H5.Bi.2ClH/c3*1-2-4-6-5-3-1;;;/h3*1-5H;;2*1H/q;;;+2;;/p-2,inactive
312440,compounds,"InChI=1S/C14H21N3O3/c1-14(2,3)16-13(19)20-11-8-6-7-10(9-11)15-12(18)17(4)5/h6-9H,1-5H3,(H,15,18)(H,16,19)",inactive
312915,compounds,"InChI=1S/C24H33NO3.C2H2O4/c1-3-25(4-2)14-16-28-24(26)21(18-22-12-8-15-27-22)17-20-11-7-10-19-9-5-6-13-23(19)20;3-1(4)2(5)6/h5-7,9-11,13,21-22H,3-4,8,12,14-18H2,1-2H3;(H,3,4)(H,5,6)",inactive
320930,compounds,"InChI=1S/C16H14O6/c17-10-2-1-8-13-9-4-12(19)11(18)3-7(9)5-16(13,21)6-22-15(8)14(10)20/h1-4,13,17-21H,5-6H2/t13-,16+/m1/s1",inactive
329983,compounds,"InChI=1S/C10H14O/c1-7-3-4-9-8(2)6-11-10(9)5-7/h6-7H,3-5H2,1-2H3",inactive
337359,compounds,"InChI=1S/C11H9FN2O3/c12-6-1-2-8-7(5-6)11(3-4-17-8)9(15)13-10(16)14-11/h1-2,5H,3-4H2,(H2,13,14,15,16)/t11-/m0/s1",inactive
338733,compounds,"InChI=1S/C15H24O/c1-13(2)7-5-3-4-6-8-14-9-11-15(16)12-10-14/h9-13,16H,3-8H2,1-2H3",inactive
352309,compounds,"InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3",inactive
